ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT,neighborhood
470045700,427800,7672,628,DAVIS AVE,,LOT 9A BK A MAPLE HILL,0.0,Martha Jefferson
470040000,530300,7673,609,WATSON AVE,,LOT 7 & PT 6 PARK PLACE,0.0,Starr Hill
470023000,349500,7674,600,WATSON AVE,,LOT 26 & PT 25 PARK PLACE,0.0,Belmont
470045800,473700,7675,632,DAVIS AVE,,LOT 10 BK A SEC 2 MAPLE HILL,0.0,Greenbrier
470039000,653900,7676,611,WATSON AVE,,LOT 8 & PT 9 PARK PLACE,0.0,Martha Jefferson
470024000,358400,7677,605,250 BYPASS,,LOT A PARK PLACE,0.0,North Downtown
470045900,453900,7678,636,DAVIS AVE,,LOT 11 BK A SEC 2 MAPLE HILL,0.0,Belmont
470024100,394500,7679,602,WATSON AVE,,LOTS B & C PARK PLACE,0.0,Lewis Mountain
470039100,14000,7680,0,WATSON AVE,,PARCEL X,0.0,Rose Hill
470022000,692100,7681,809,PARK ST,,"LOT B, PARCELS  X & Y",0.0,10th & Page
470034000,389400,7682,621,WATSON AVE,,LOT 10 & PT 9 & 11 PARK PLACE,0.0,Belmont
470025000,542200,7683,604,WATSON AVE,,LOT 3 & PT 2 & 4 PARK PLACE,0.0,Johnson Village
470018000,802000,7684,503,PARK HILL,,LOT B,0.0,Fifeville
470033000,498100,7685,623,WATSON AVE,,LOT 12 & PT 11 PARK PLACE,0.0,The Meadows
470020000,2094900,7686,801,PARK ST,,LOT D,0.0,North Downtown
470045101,487500,7687,907,MARSHALL ST,,LOT 12 BK A SEC 2 MAPLE HILL,0.0,10th & Page
470026000,954100,7688,606,WATSON AVE,,"LOTS 5,6,PT 4,8-10 ACREAGE",0.0,Belmont
470021000,653900,7689,807,PARK ST,,LOT A,0.0,Woolen Mills
470045110,420400,7690,905,MARSHALL ST,,LOT 13 BK A SEC 2 MAPLE HILL,0.0,Greenbrier
470027000,420600,7691,608,WATSON AVE,,LOT 7 PARK PLACE,0.0,Greenbrier
470045140,452700,7692,625,WATSON AVE,,LOT 16 MAPLE HILL,0.0,Johnson Village
470028000,532200,7693,620,WATSON AVE,,LOT 8 & PT 9,0.0,Johnson Village
470045130,467100,7694,627,WATSON AVE,,LOT 15 BK A SEC 2 MAPLE HILL,0.0,Venable
470030000,475900,7695,622,WATSON AVE,,PT LOTS 9 & 10 PARK PLACE,0.0,10th & Page
470045120,447000,7696,629,WATSON AVE,,LOT 14 BK A SEC 2 MAPLE HILL,0.0,Starr Hill
470031000,553500,7697,624,WATSON AVE,,PT LOTS 10 & 11 PARK PLACE,0.0,The Meadows
470032000,526900,7698,626,WATSON AVE,,LOT 12 PARK PLACE,0.0,The Meadows
480124000,76000,7699,0,MARTIN ST,,LOTS 10 & 11 MONTICELLO HEIGHT,3833.28,Rose Hill
480123000,76000,7700,0,ST CLAIR AVE,,LOTS 18 & 19 MONTICELLO HEIGHT,3833.28,Locust Grove
470050000,1197000,7701,1112,PARK ST,,LOT A & PAR Y,0.0,Rose Hill
470005000,998600,7702,1115,PARK ST,,LOT & PARCEL A,0.0,Martha Jefferson
48B001000,109599500,7703,1300-1400,PEN PARK RD,,PARCELS A & B PEN PARK,11617452.0,Belmont
48A038000,557900,7704,1218,HOLMES AVE,,LOT 15 BK A SEC 3 WOODHAYVEN,0.0,Lewis Mountain
48A037000,582800,7705,1216,HOLMES AVE,,LOT 14 BK A SEC 3 WOODHAYVEN,0.0,Barracks Road
48A036000,428100,7706,1214,HOLMES AVE,,LOT 13 BK A SEC 3 WOODHAYVEN,0.0,Johnson Village
48A001000,445500,7707,1215,HOLMES AVE,,LOT 32 BK B SEC 3 WOODHAYVEN,0.0,Martha Jefferson
48A002000,389000,7708,1213,HOLMES AVE,,LOT 33 BK B SEC 3 WOODHAYVEN,0.0,Johnson Village
48A035000,442200,7709,1212,HOLMES AVE,,LOT 12 BK A SEC 3 WOODHAYVEN,0.0,Starr Hill
48A003000,335500,7710,1211,HOLMES AVE,,LOT 34 BK B SEC 3 WOODHAYVEN,0.0,Greenbrier
48A034000,432800,7711,1210,HOLMES AVE,,LOT 11 BK A SEC 3 WOODHAYVEN,0.0,Johnson Village
48A004000,353800,7712,1209,HOLMES AVE,,LOT 35 BK B SEC 3 WOODHAYVEN,0.0,Jefferson Park Avenue
48A033000,411400,7713,1208,HOLMES AVE,,LOT 10 BK A SEC 3 WOODHAYVEN,0.0,Jefferson Park Avenue
48A005000,295400,7714,1207,HOLMES AVE,,LOT 36 BK B SEC 3 WOODHAYVEN,0.0,10th & Page
48A006000,369000,7715,1205,HOLMES AVE,,LOT 37 BK B SEC 3 WOODHAYVEN,0.0,Barracks Rugby
48A032000,418900,7716,1206,HOLMES AVE,,LOT 9 BK A SEC 3 WOODHAYVEN,0.0,Martha Jefferson
48A009000,453100,7717,703,ELIZABETH AVE,,LOT 3 BK B SEC 1 WOODHAYVEN,0.0,Greenbrier
48A008000,365200,7718,705,ELIZABETH AVE,,LOT 2 BK B SEC 1 WOODHAYVEN,0.0,Starr Hill
48A031000,424600,7719,1204,HOLMES AVE,,LOT 8 BK A SEC 3 WOODHAYVEN,0.0,Johnson Village
48A007000,313700,7720,707,ELIZABETH AVE,,LOT 1 BK B SEC 1 WOODHAYVEN,0.0,Lewis Mountain
48A030000,367900,7721,1202,HOLMES AVE,,LOT 7 BK A SEC 3 WOODHAYVEN,0.0,Johnson Village
48A010000,407900,7722,704,ELIZABETH AVE,,LOT 5 BK C SEC 1 WOODHAYVEN,0.0,Locust Grove
48A029000,407500,7723,1200,HOLMES AVE,,LOT 6 BK A SEC 1 WOODHAYVEN,0.0,Fry's Spring
48A011000,533600,7724,706,ELIZABETH AVE,,LOT 4 BK C SEC 1 WOODHAYVEN,0.0,Lewis Mountain
48A041110,451400,7725,110,LOCUST LANE CT,,LOT 6R LOCUST MEADOWS,0.0,Rose Hill
48A041101,443500,7726,108,LOCUST LANE CT,,LOT 5L LOCUST MEADOWS,0.0,Fifeville
48A041120,373000,7727,112,LOCUST LANE CT,,LOT 6L LOCUST MEADOWS,0.0,Venable
48A012000,450900,7728,708,ELIZABETH AVE,,LOT 3 BK C SEC 1 WOODHAYVEN,0.0,Johnson Village
48A028000,420200,7729,1118,HOLMES AVE,,LOT 5 BK A SEC 1 WOODHAYVEN,0.0,Venable
48A041130,0,7730,109,LOCUST LANE CT,,TOT LOT & OPEN SPACE,3659.04,Fry's Spring
48A041900,367100,7731,106,LOCUST LANE CT,,LOT 5R LOCUST MEADOWS,0.0,Greenbrier
48A027000,528400,7732,1116,HOLMES AVE,,LOT 4 BK A SEC 1 WOODHAYVEN,0.0,Barracks Rugby
48A041140,348100,7733,107,LOCUST LANE CT,,LOT 7R LOCUST MEADOWS,0.0,Johnson Village
48A013000,496500,7734,1111,HOLMES AVE,,LOT 2 BK C SEC 1 WOODHAYVEN,0.0,Greenbrier
48A041800,462000,7735,104,LOCUST LANE CT,,LOT 4L LOCUST MEADOWS,0.0,Barracks Road
48A041150,442400,7736,105,LOCUST LANE CT,,LOT 7L LOCUST MEADOWS,0.0,Woolen Mills
48A026000,465000,7737,1114,HOLMES AVE,,LOT 3 BK A SEC 1 WOODHAYVEN,0.0,Fry's Spring
48A014000,403100,7738,1109,HOLMES AVE,,LOT 1 BK C SEC 1 WOODHAYVEN,0.0,Woolen Mills
48A041700,371400,7739,102,LOCUST LANE CT,,LOT 4R LOCUST MEADOWS,0.0,Rose Hill
48A041160,367700,7740,103,LOCUST LANE CT,,LOT 8R LOCUST MEADOWS,0.0,The Meadows
48A041100,383100,7741,919,LOCUST LN,,LOT 1R LOCUST MEADOWS,0.0,The Meadows
48A041200,447400,7742,917,LOCUST LN,,LOT 1L LOCUST MEADOWS,0.0,Belmont
48A041170,428000,7743,101,LOCUST LANE CT,,LOT 8L LOCUST MEADOWS,0.0,Fifeville
48A025000,463400,7744,1112,HOLMES AVE,,LOT 2 BK A SEC 1 WOODHAYVEN,0.0,10th & Page
490158100,698000,7745,945,LOCUST LN,,PARCEL 2 LOCUST GROVE,8319.96,Lewis Mountain
48A041300,431200,7746,915,LOCUST LN,,LOT 2R LOCUST MEADOWS,0.0,Greenbrier
48A041400,362500,7747,913,LOCUST LN,,LOT 2L LOCUST MEADOWS,0.0,Johnson Village
48A041500,505600,7748,911,LOCUST LN,,LOT 3R LOCUST MEADOWS,0.0,North Downtown
48A041600,426500,7749,909,LOCUST LN,,LOT 3L LOCUST MEADOWS,0.0,Greenbrier
490160000,583600,7750,1002,LOCUST LN,,"PT LOTS 50,51 LOCUST GROVE EXT",31624.56,10th & Page
490161000,1044200,7751,1007,LOCUST LN,,LOT A LOCUST GROVE,47828.88,10th & Page
490166000,418200,7752,1207,BLAND CIR,,LOT 6 LONGVIEW,25743.96,Locust Grove
48A041180,364300,7753,907,LOCUST LN,,LOT 9R LOCUST MEADOWS,0.0,Belmont
490167000,616100,7754,1208,BLAND CIR,,LOT 5 LONGVIEW,42514.56,Belmont
48A041190,352600,7755,905,LOCUST LN,,LOT 9L LOCUST MEADOWS,0.0,Rose Hill
48A041310,292500,7756,918,LOCUST LN,,LOT 15L LOCUST MEADOWS,0.0,Woolen Mills
490157000,707300,7757,1141,LOCUST AVE,,LOT D LOCUST GROVE,0.0,Locust Grove
48A024000,476900,7758,1110,HOLMES AVE,,LOT 1 BK A SEC 1 WOODHAYVEN,0.0,North Downtown
48A041201,445200,7759,903,LOCUST LN,,LOT 10R LOCUST MEADOWS,0.0,Fry's Spring
48A041301,298900,7760,916,LOCUST LN,,LOT 15R LOCUST MEADOWS,0.0,Fry's Spring
490156000,430900,7761,1139,LOCUST AVE,,LOT C LOCUST GROVE,0.0,Starr Hill
48A041290,290000,7762,914,LOCUST LN,,LOT 14L LOCUST MEADOWS,0.0,Woolen Mills
48A041210,420900,7763,901,LOCUST LN,,LOT 10L LOCUST MEADOWS,0.0,Fifeville
48A041280,406200,7764,912,LOCUST LN,,LOT 14R LOCUST MEADOWS,0.0,Greenbrier
48A041270,280100,7765,910,LOCUST LN,,LOT 13L LOCUST MEADOWS,0.0,Martha Jefferson
48A041260,378700,7766,908,LOCUST LN,,LOT 13R LOCUST MEADOWS,0.0,Woolen Mills
48A041250,290200,7767,906,LOCUST LN,,LOT 12L LOCUST MEADOWS,0.0,10th & Page
490162000,404100,7768,1003,LOCUST LN,,LOT B LOCUST GROVE,9016.92,Barracks Road
48A041240,370400,7769,904,LOCUST LN,,LOT 12R LOCUST MEADOWS,0.0,Belmont
490155000,391700,7770,1137,LOCUST AVE,,LOT B LOCUST GROVE,0.0,Woolen Mills
48A041230,385000,7771,902,LOCUST LN,,LOT 11L LOCUST MEADOWS,0.0,Jefferson Park Avenue
490165000,424200,7772,1205,BLAND CIR,,LOT 7 LONGVIEW,10715.76,Woolen Mills
490154000,567000,7773,1135,LOCUST AVE,,LOTS A & 39 LOCUST GROVE EXTD,0.0,The Meadows
490163000,415600,7774,1005,LOCUST LN,,LOT C LOCUST GROVE,9016.92,Fifeville
48A041220,375500,7775,900,LOCUST LN,,LOT 11R LOCUST MEADOWS,0.0,The Meadows
48A015000,451600,7776,1027,HOLMES AVE,,LOT 14 BK 4 ALBEMARLE HOMES,0.0,10th & Page
490188000,434900,7777,1142,LOCUST AVE,,LOTS 52 & 53 LOCUST GROVE EXTD,0.0,Belmont
490168000,476700,7778,1206,BLAND CIR,,LOT 4 LONGVIEW,34020.36,Lewis Mountain
48A016000,429800,7779,1025,HOLMES AVE,,LOT 13 BK 4 ALBEMARLE HOMES,0.0,Barracks Road
490151000,404800,7780,1131,LOCUST AVE,,LOTS 36-38 LOCUST GROVE,0.0,Fifeville
490189000,455300,7781,1140,LOCUST AVE,,LOTS 54 & 55 LOCUST GROVE EXTD,0.0,Woolen Mills
490164000,471600,7782,1201,BLAND CIR,,LOT 8 LONGVIEW,9104.04,Jefferson Park Avenue
48A017000,428900,7783,1023,HOLMES AVE,,LOT 12 BK 4 ALBEMARLE HOMES,0.0,Greenbrier
490190000,402500,7784,1138,LOCUST AVE,,LOTS 56 & 57 LOCUST GROVE,0.0,Woolen Mills
490150000,725400,7785,1129,LOCUST AVE,,LOTS 34 & 35 LOCUST GROVE,0.0,Fifeville
490169000,417000,7786,1204,BLAND CIR,,LOT 3 LONGVIEW,31711.68,Venable
490191000,426400,7787,1136,LOCUST AVE,,LOTS 58 & 59 LOCUST GROVE,0.0,Rose Hill
490170000,452800,7788,1202,BLAND CIR,,LOT 2 LONGVIEW,17859.6,Johnson Village
48A020000,468600,7789,1024,HOLMES AVE,,LOT 23 BK 2 ALBEMARLE HOMES,0.0,Starr Hill
490149000,91100,7790,0,LOCUST AVE,,LOTS 29-33 LOCUST GROVE,0.0,Barracks Rugby
490192000,552700,7791,1134,LOCUST AVE,,LOTS 60 & 61 LOCUST GROVE,0.0,North Downtown
490171000,583800,7792,1014,LOCUST LN,,LOT 1 LONGVIEW,13764.96,Barracks Road
48A019000,496800,7793,1022,HOLMES AVE,,LOT 22 BK 2 ALBEMARLE HOMES,0.0,Lewis Mountain
490186000,397100,7794,1149,ST CLAIR AVE,,LOTS 160 & 161 LOCUST GROVE,8755.56,Venable
48A018000,458000,7795,1020,HOLMES AVE,,LOT 21 BK 2 ALBEMARLE HOMES,0.0,Barracks Rugby
490148000,780200,7796,1119,LOCUST AVE,,LOTS 24-28 LOCUST GROVE,0.0,Starr Hill
490185000,301800,7797,1147,ST CLAIR AVE,,LOTS 158 & 159 LOCUST GROVE,8755.56,Barracks Rugby
490172000,442300,7798,1144,ST CLAIR AVE,,LOT X LOCUST GROVE EXT,30622.68,Fry's Spring
48A023000,378800,7799,1033,SHERIDAN AVE,,LOT 1 BK 2 ALBEMARLE HOMES,0.0,Belmont
480020400,456200,7800,1018,HOLMES AVE,,LOT 20 BK 2 ALBEMARLE HOMES,0.0,10th & Page
48A022000,379300,7801,1031,SHERIDAN AVE,,LOT 2 BK 2 ALBEMARLE HOMES,0.0,Johnson Village
490183000,297700,7802,1133,ST CLAIR AVE,,LOTS 154 & 155 LOCUST GROVE,8755.56,Johnson Village
480020300,424000,7803,1016,HOLMES AVE,,LOT 19 BK 2 ALBEMARLE HOMES,0.0,Starr Hill
490147000,495400,7804,1117,LOCUST AVE,,LOTS 22 & 23 LOCUST GROVE,0.0,The Meadows
48A021000,369900,7805,1029,SHERIDAN AVE,,LOT 3 BK 2 ALBEMARLE HOMES,0.0,Johnson Village
490182000,386400,7806,1131,ST CLAIR AVE,,LOTS 152 & 153 LOCUST GROVE,8755.56,Martha Jefferson
490173000,402800,7807,1142,ST CLAIR AVE,,LOTS 169 & 170 LOCUST GROVE,10018.8,The Meadows
490146000,688500,7808,1113,LOCUST AVE,,LOTS 18-21 LOCUST GROVE,0.0,Martha Jefferson
480020200,393900,7809,1014,HOLMES AVE,,LOT 18 BK 2 ALBEMARLE HOMES,0.0,Locust Grove
490174000,415300,7810,1140,ST CLAIR AVE,,LOTS 171 & 172 LOCUST GROVE,10018.8,Barracks Road
480023200,438300,7811,1027,SHERIDAN AVE,,LOT 4 BK 2 ALBEMARLE HOMES,0.0,Locust Grove
480020100,380700,7812,1012,HOLMES AVE,,LOT 17 BK 2 ALBEMARLE HOMES,0.0,10th & Page
490175000,284700,7813,1138,ST CLAIR AVE,,LOTS 173 & 174 LOCUST GROVE,10018.8,Johnson Village
480023100,405500,7814,1025,SHERIDAN AVE,,LOT 5 BK 2 ALBEMARLE HOMES,0.0,Belmont
490145000,456700,7815,1111,LOCUST AVE,,LOTS 16 & 17 LOCUST GROVE,0.0,Barracks Rugby
490176000,319100,7816,1136,ST CLAIR AVE,,LOTS 175 & 176 LOCUST GROVE,10018.8,Woolen Mills
490181000,349500,7817,1129,ST CLAIR AVE,,LOTS 149-151 LOCUST GROVE,7100.28,Belmont
480024200,418000,7818,1029,ST CHARLES AVE,,LOT 15 BK 1 ALBEMARLE HOMES,0.0,Barracks Rugby
480023000,517100,7819,1023,SHERIDAN AVE,,PT LOT 6 BK 2 ALBEMARLE HOMES,0.0,Greenbrier
480020000,429000,7820,1010,HOLMES AVE,,LOT 16 BK 2 ALBEMARLE HOMES,0.0,Belmont
480024100,437500,7821,1030,SHERIDAN AVE,,LOT 16 BK 1 ALBEMARLE HOMES,0.0,Rose Hill
490144000,471500,7822,1109,LOCUST AVE,,LOTS 14 & 15 LOCUST GROVE EXTD,0.0,Fifeville
490177000,313800,7823,1134,ST CLAIR AVE,,LOTS 177-178 LOCUST GROVE EXT,10018.8,Belmont
480051000,423900,7824,1027,ST CHARLES AVE,,LOT 14 BK 1 ALBEMARLE HOMES,0.0,Jefferson Park Avenue
480022000,462400,7825,1021,SHERIDAN AVE,,LOT 7&PT 6 BK 2 ALBEMARLE HOME,0.0,Greenbrier
480019000,457000,7826,1008,HOLMES AVE,,LOT 15 BK 2 ALBEMARLE HOMES,0.0,Jefferson Park Avenue
490143000,474600,7827,1107,LOCUST AVE,,LOTS 12 & 13 LOCUST GROVE,0.0,Rose Hill
480024000,355300,7828,1028,SHERIDAN AVE,,LOT 17 BK 1 ALBEMARLE HOMES,0.0,Venable
490178000,398400,7829,1132,ST CLAIR AVE,,LOTS 179 & 180 LOCUST GROVE,10018.8,Barracks Rugby
490142000,490800,7830,1105,LOCUST AVE,,LOTS 10 & 11 LOCUST GROVE,0.0,Rose Hill
480021000,375200,7831,1019,SHERIDAN AVE,,LOT 8 BK 2 ALBEMARLE HOMES,0.0,10th & Page
490179000,299400,7832,1130,ST CLAIR AVE,,LOTS 181 & 182 LOCUST GROVE,10018.8,Barracks Road
480052100,449100,7833,1038,ST CHARLES AVE,,LOT 4 BURGESS PROPERTY,0.0,Rose Hill
480050000,607800,7834,1025,ST CHARLES AVE,,LOT 13 BK 1 ALBEMARLE HOMES,0.0,North Downtown
480025000,409800,7835,1026,SHERIDAN AVE,,LOT 18 BK 1 ALBEMARLE HOMES,0.0,Barracks Rugby
480016000,397100,7836,1006,HOLMES AVE,,LOT 14 BK 2 ALBEMARLE HOMES,0.0,Johnson Village
490141000,434600,7837,1103,LOCUST AVE,,"LOTS 8,9&PT 7 LOCUST GROVE",0.0,Jefferson Park Avenue
490180000,354200,7838,1128,ST CLAIR AVE,,LOTS 183 & 184 LOCUST GROVE,10018.8,Barracks Rugby
480026000,314800,7839,1024,SHERIDAN AVE,,LOT 19 BK 1 ALBEMARLE HOMES,0.0,Jefferson Park Avenue
480018000,405900,7840,1017,SHERIDAN AVE,,LOT 9 BK 2 ALBEMARLE HOMES,0.0,Barracks Road
480053000,427100,7841,1032,ST CHARLES AVE,,LOT 5,0.0,10th & Page
480049000,426500,7842,1023,ST CHARLES AVE,,LOT 12 BK 1 ALBEMARLE HOMES,0.0,Barracks Rugby
480015000,388600,7843,1004,HOLMES AVE,,LOT 13 BK 2 ALBEMARLE HOMES,0.0,The Meadows
490140000,1482600,7844,1101,LOCUST AVE,,LOTS 4-6 & PT 7 LOCUST GROVE,0.0,Lewis Mountain
480027000,323000,7845,1022,SHERIDAN AVE,,LOT 20 BK 1 ALBEMARLE HOMES,0.0,Starr Hill
480017000,530100,7846,1015,SHERIDAN AVE,,LOT 10 BK 2 ALBEMARLE HOMES,0.0,Rose Hill
480048000,430200,7847,1021,ST CHARLES AVE,,LOT 11 BK 1 ALBEMARLE HOMES,0.0,Fifeville
480028000,371500,7848,1020,SHERIDAN AVE,,LOT 21 BK 1 ALBEMARLE HOMES,0.0,Belmont
480055000,532000,7849,1030,ST CHARLES AVE,,LOT 6,0.0,Fry's Spring
480013000,402100,7850,801,NORTH AVE,,LOT 12 BK 2 ALBEMARLE HOMES,0.0,Woolen Mills
480014000,374500,7851,1013,SHERIDAN AVE,,LOT 11 BK 2 ALBEMARLE HOMES,0.0,10th & Page
480052000,768500,7852,1043,LOCUST AVE,,LOT 1 BURGESS PROPERTY,0.0,10th & Page
480029000,295200,7853,1018,SHERIDAN AVE,,LOT 22 BK 1 ALBEMARLE HOMES,0.0,Belmont
480047000,363600,7854,1019,ST CHARLES AVE,,LOT 10 BK 1 ALBEMARLE HOMES,0.0,Johnson Village
480056100,550700,7855,1028,ST CHARLES AVE,,LOT 14A,0.0,Fifeville
480054000,915800,7856,1039,LOCUST AVE,,LOT 2 BURGESS PROPERTY,0.0,The Meadows
480030000,327600,7857,1016,SHERIDAN AVE,,LOT 23 BK 1 ALBEMARLE HOMES,0.0,Greenbrier
480046000,491500,7858,1017,ST CHARLES AVE,,LOT 9 BK 1 ALBEMARLE HOMES,0.0,Woolen Mills
480057100,447000,7859,1024,ST CHARLES AVE,,LOT 14D,0.0,Fry's Spring
480054100,1255500,7860,1035,LOCUST AVE,,LOT 3 LOCUST GROVE,0.0,10th & Page
480031000,362500,7861,1014,SHERIDAN AVE,,LOT 24 BK 1 ALBEMARLE HOMES,0.0,Fry's Spring
480045000,387000,7862,1015,ST CHARLES AVE,,LOT 8 BK 1 ALBEMARLE HOMES,0.0,Jefferson Park Avenue
480012000,365500,7863,1007,SHERIDAN AVE,,PT LOTS 1&2 BK 3 ALBEMARLE HOM,0.0,Martha Jefferson
480056000,1472100,7864,1033,LOCUST AVE,,LOT 14B LOCUST GROVE EXTD,0.0,Fifeville
480032000,369700,7865,1012,SHERIDAN AVE,,LOT 25 BK 1 ALBEMARLE HOMES,0.0,Starr Hill
480044000,544600,7866,1013,ST CHARLES AVE,,LOT 7 BK 1 ALBEMARLE HOMES,0.0,Johnson Village
480058100,450300,7867,1022,ST CHARLES AVE,,LOT B LOCUST GROVE,0.0,Rose Hill
490001100,601100,7868,1040,LOCUST AVE,,LOTS 86 & 87 LOCUST GROVE,0.0,Woolen Mills
480011000,409000,7869,1005,SHERIDAN AVE,,PT LOTS 1&2 BK 3 ALBEMARLE HOM,0.0,Lewis Mountain
480033000,404500,7870,1010,SHERIDAN AVE,,LOT 26 BK 1 ALBEMARLE HOMES,0.0,The Meadows
480057000,1072800,7871,1027,LOCUST AVE,,LOT 14C & PAR X LOCUST GROVE EXT,0.0,Martha Jefferson
490001000,605100,7872,1038,LOCUST AVE,,LOTS 88 & 89 LOCUST GROVE,0.0,Woolen Mills
480043000,815500,7873,1011,ST CHARLES AVE,,LOT 6 BK 1 ALBEMARLE HOMES,0.0,Greenbrier
480058200,416600,7874,1020,ST CHARLES AVE,,LOT A LOCUST GROVE,0.0,10th & Page
480034000,343700,7875,1008,SHERIDAN AVE,,LOT 27 BK 1 ALBEMARLE HOMES,0.0,The Meadows
490002000,936800,7876,1036,LOCUST AVE,,"LOTS 90,91&PT 92 LOCUST GROVE",0.0,North Downtown
490004300,435800,7877,1039,MARTIN ST,,"LOTS 108,109&PT 107 LOCUST GRO",7710.12,Venable
480042000,389300,7878,1009,ST CHARLES AVE,,LOT 5 BK 1 ALBEMARLE HOMES,0.0,Greenbrier
480060000,402900,7879,1018,ST CHARLES AVE,,PT LOT 12,0.0,Belmont
480058000,1242100,7880,1025,LOCUST AVE,,PT LOTS 12 & 13,0.0,Lewis Mountain
480035000,309400,7881,1006,SHERIDAN AVE,,LOT 28 BK 1 ALBEMARLE HOMES,0.0,Lewis Mountain
490003000,503000,7882,1034,LOCUST AVE,,"LOTS 94,93&PT 92 LOCUST GROVE",0.0,Starr Hill
490004200,381700,7883,1037,MARTIN ST,,LOT A LOCUST GROVE EXT,7056.72,Belmont
480061000,446700,7884,1016,ST CHARLES AVE,A,PT LOT 12 LOCUST GROVE,0.0,Locust Grove
480041000,476100,7885,1007,ST CHARLES AVE,,LOT 4 BK 1 ALBEMARLE HOMES,0.0,Starr Hill
480036000,549300,7886,801,CALHOUN ST,,LOT 30 BK 1 ALBEMARLE HOMES,0.0,Locust Grove
490005000,850500,7887,1030,LOCUST AVE,,LOTS 95-97 LOCUST GROVE EXT,0.0,Lewis Mountain
490004100,468800,7888,1035,MARTIN ST,,LOT B LOCUST GROVE EXT,7056.72,Belmont
480064000,442600,7889,1014,ST CHARLES AVE,,LOT,0.0,10th & Page
480059000,1126000,7890,1019,LOCUST AVE,,PT LOT 12 LOCUST GROVE,0.0,10th & Page
480037000,443300,7891,803,CALHOUN ST,,LOT 29 BK 1 ALBEMARLE HOMES,0.0,Lewis Mountain
490009170,466600,7892,1038,MARTIN ST,,LOT 20 LOCUST GROVE EXT,8058.6,Starr Hill
490004000,414500,7893,1033,MARTIN ST,,LOT C LOCUST GROVE EXT,7056.72,Belmont
480040000,374700,7894,1005,ST CHARLES AVE,,LOT 3 BK 1 ALBEMARLE HOMES,0.0,North Downtown
480065000,486800,7895,1012,ST CHARLES AVE,,PT LOT 11,0.0,Fry's Spring
490007000,564400,7896,1029,MARTIN ST,,RESIDUE LOCUST GROVE,6098.4,Barracks Road
480077150,889500,7897,922,MARSHALL ST,,LOT 11 & PARCEL X  PARKSIDE,0.0,Johnson Village
480039000,522000,7898,1003,ST CHARLES AVE,,LOT 2 BK 1 ALBEMARLE HOMES,0.0,Starr Hill
490008000,640000,7899,1026,LOCUST AVE,,PT LOT A LOCUST GROVE,0.0,Jefferson Park Avenue
490006000,467800,7900,1031,MARTIN ST,,LOTS 98-100 LOCUST GROVE EXT,9626.76,Johnson Village
480068000,492800,7901,1010,ST CHARLES AVE,,LOT A,0.0,Jefferson Park Avenue
490009180,484000,7902,1036,MARTIN ST,,LOT 19 LOCUST GROVE EXT,7448.76,Woolen Mills
480062000,792000,7903,1017,LOCUST AVE,,PT LOT 12 LOCUST GROVE,0.0,Woolen Mills
480063000,698800,7904,1015,LOCUST AVE,,PT LOT 11 LOCUST GROVE,0.0,Fifeville
480069000,387600,7905,1008,ST CHARLES AVE,,LOT B,0.0,Belmont
490009160,373600,7906,1039,ST CLAIR AVE,,LOT 1 LOCUST GROVE EXT,8058.6,Venable
480038000,549000,7907,1001,ST CHARLES AVE,,LOT 1 BK 1 ALBEMARLE HOMES,0.0,Rose Hill
490009190,435700,7908,1034,MARTIN ST,,LOT 18 LOCUST GROVE EXT,7448.76,Jefferson Park Avenue
480076200,455500,7909,800,CALHOUN ST,,LOT X MAPLE HILL,0.0,North Downtown
480070000,216600,7910,1006,ST CHARLES AVE,,LOT 10,0.0,Rose Hill
490009150,459100,7911,1037,ST CLAIR AVE,,LOT 2 LOCUST GROVE EXT,7448.76,Johnson Village
480066000,752500,7912,1013,LOCUST AVE,,LOT 10 LOCUST GROVE,0.0,Rose Hill
490009201,420100,7913,1032,MARTIN ST,,LOT 17 LOCUST GROVE EXT,7448.76,Barracks Road
480067000,917200,7914,1009,LOCUST AVE,,LOT C LOCUST GROVE,0.0,10th & Page
480071000,486000,7915,1004,ST CHARLES AVE,,PT LOT 10,0.0,Jefferson Park Avenue
480077160,688500,7916,920,MARSHALL ST,,LOT 12 PARKSIDE,0.0,Fifeville
490010000,821200,7917,1020,LOCUST AVE,,LOT 8 LOCUST GROVE,0.0,The Meadows
490118000,524600,7918,0,COLEMAN ST,,PT LOTS 240-244 LOCUST GROVE,24393.6,Jefferson Park Avenue
480076100,571700,7919,943,ST CHARLES AVE,,LOT LOCUST GROVE,0.0,Rose Hill
490008100,332400,7920,1027,MARTIN ST,,PT LOT A LOCUST GROVE,4573.8,Martha Jefferson
490009140,520600,7921,1035,ST CLAIR AVE,,LOT 3 LOCUST GROVE EXT,7448.76,Barracks Road
490009210,563700,7922,1030,MARTIN ST,,LOT 16 LOCUST GROVE EXT,7448.76,Belmont
480073100,293100,7923,1002,ST CHARLES AVE,,LOT X LOCUST GROVE,0.0,The Meadows
490009800,369800,7924,1025,MARTIN ST,,LOT F,5009.4,Barracks Road
490011000,1088700,7925,1018,LOCUST AVE,,LOT LOCUST GROVE,0.0,Fry's Spring
490136000,279100,7926,1040,ST CLAIR AVE,,PT LOTS 258 & 259 LOCUST GROVE,9278.28,10th & Page
